district,sub_district,town_name,town_total_population,slum_name,is_notified,households_approx,slum_population_approx,paved_roads_km,drainage_system_code,private_latrines_pit,private_latrines_flush,private_latrines_service,private_latrines_others,private_latrines_community,public_water_tap_points,electricity_domestic_conn,electricity_road_lighting_conn,electricity_others_conn,households_without_private_latrine_access_est,sanitation_gap_ratio
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,ganeshmurti nagar,1,2428,11569,2,3,122,417,0,10,0,729,2159,175,0,1889.0,0.778
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,ambedkarnagar,1,4523,20850,2,3,220,715,0,15,0,1357,4021,175,0,3588.0,0.793
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,machhimarnagar,1,2385,11366,2,3,120,512,0,5,0,716,2120,175,0,1753.0,0.735
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,sudam,1,1925,9175,1,3,97,335,0,3,0,578,1711,95,0,1493.0,0.776
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,padapath zopadpatti,1,10251,45000,2.5,3,474,1170,0,10,0,3075,9112,95,0,8607.0,0.84
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,betwali chawl,1,384,1744,1,2,19,38,0,0,1,151,342,95,0,326.0,0.849
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,toranwala dhor chawl,1,1016,4840,1,2,51,112,0,0,1,634,904,95,0,852.0,0.839
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,"bachhusethwadi,chikhalpada",1,1415,6742,1,2,71,137,0,0,1,985,1258,95,0,1206.0,0.852
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,girgaon chaupati,2,79,355,1,1,4,9,0,0,1,24,71,95,0,65.0,0.823
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,loyalaka compound,1,19,85,0.03,2,1,2,0,0,1,6,17,2,1,15.0,0.789
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,babulnath zopade,2,30,135,0.1,1,2,4,0,0,0,9,27,6,0,24.0,0.8
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,kawajibhedwad chawl,1,254,1152,1,2,13,17,0,0,10,77,226,95,0,214.0,0.843
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,bharat nagar,1,807,3539,1,1,38,97,0,0,0,243,581,95,0,672.0,0.833
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,kamnbalenagar.,1,859,4551,1,1,48,125,0,0,0,258,747,95,0,686.0,0.799
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,udayog nagar,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,kamgar nagar,1,807,3539,1,1,38,97,0,0,0,243,581,95,0,672.0,0.833
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,saibaba nagar,1,576,2527,1,1,27,70,0,0,0,173,415,95,0,479.0,0.832
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,vijay nagar,1,1037,4551,1,1,48,125,0,0,0,311,747,95,0,864.0,0.833
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,ganesh nagar,1,807,3539,1,1,38,97,0,0,0,243,581,95,0,672.0,0.833
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,shivaji nagar,1,910,4551,1,1,48,125,0,0,0,273,747,95,0,737.0,0.81
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,shivajinagar tekadi uttar,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,belani nagar,1,768,3539,1,1,38,97,0,0,0,231,581,95,0,633.0,0.824
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,achanak nagar,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,gautamimata nagar,1,961,4551,1,1,48,125,0,0,0,289,747,95,0,788.0,0.82
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,golf devi,1,743,3539,1,1,38,97,0,0,0,223,581,95,0,608.0,0.818
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,sane guruji nagar B committee,1,910,4551,1,1,48,125,0,0,0,273,747,95,0,737.0,0.81
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,shri krushna nagar,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,kasturba gandhi,1,768,3539,1,1,38,97,0,0,0,231,581,95,0,633.0,0.824
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,ramdev nagar,1,910,4551,1,1,48,125,0,0,0,273,747,95,0,737.0,0.81
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,gopal nagar,1,532,2527,1,1,27,70,0,0,0,160,415,95,0,435.0,0.818
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,janata coloney,1,743,3539,1,1,38,97,0,0,0,223,581,95,0,608.0,0.818
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,maya nagar,1,910,4551,1,1,48,125,0,0,0,273,747,95,0,737.0,0.81
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,tilak nagar,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,nehru nagar,1,768,3539,1,1,38,97,0,0,0,231,581,95,0,633.0,0.824
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,prem nagar,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,arvinda nagar,1,958,4551,1,1,48,125,0,0,0,288,747,95,0,785.0,0.819
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,ambedkar nagar,1,768,3539,1,1,38,97,0,0,0,231,581,95,0,633.0,0.824
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,gomatanagar,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,sadhana mill,1,743,3539,1,1,38,97,0,0,0,223,581,95,0,608.0,0.818
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,motilal nehru nagar  (madras wadi),1,961,4551,1,1,48,125,0,0,0,289,747,95,0,788.0,0.82
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,mata ramabai ambedkar nagar,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,indira nagar,1,768,3539,1,1,38,97,0,0,0,231,581,95,0,633.0,0.824
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,hanuman nagar,1,958,4551,1,1,48,125,0,0,0,288,747,95,0,785.0,0.819
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,laxmidas wadi,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,kamgar seva mandal,1,768,3539,1,1,38,97,0,0,0,231,581,95,0,633.0,0.824
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,Om duttaji nagar,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,jaihind patra chawl,1,958,4551,1,1,48,125,0,0,0,288,747,95,0,785.0,0.819
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,kamgarnagar  two,1,768,3539,1,1,38,97,0,0,0,231,581,95,0,633.0,0.824
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,suseriya mill,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,shiv shaktti nagar,1,743,3539,1,1,38,97,0,0,0,223,581,95,0,608.0,0.818
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,anna nagar,1,961,4551,1,1,48,125,0,0,0,289,747,95,0,788.0,0.82
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,adarsha nagar B committee,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,ketaki chawl,1,768,3539,1,1,38,97,0,0,0,231,581,95,0,633.0,0.824
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,saidham zopad patti,1,958,4551,1,1,48,125,0,0,0,288,747,95,0,785.0,0.819
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,ganesh nagar C,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,mahatma phule nagar,1,768,3539,1,1,38,97,0,0,0,231,581,95,0,633.0,0.824
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,navjivan society,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,nariman bhat nagar,1,958,4551,1,1,48,125,0,0,0,288,747,95,0,785.0,0.819
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,markadeshver nagar,1,768,3539,1,1,38,97,0,0,0,231,581,95,0,633.0,0.824
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,p.w.d. patra chawl,1,531,2527,1,1,27,70,0,0,0,160,415,95,0,434.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,subhedar ramaji ambedkar nagar,1,958,4551,1,1,48,125,0,0,0,288,747,95,0,785.0,0.819
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,sagar vihar,1,768,3539,1,1,38,97,0,0,0,231,581,95,0,633.0,0.824
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),3085411,kamgarnagar Chawl,1,745,4047,1,2,43,111,0,0,254,596,732,95,0,337.0,0.452
