district,Total   Households ,Total Population of Town,Total Scheduled Castes Population of Town,Total Scheduled Tribes Population of Town,Area (sq. km.),Density (Census 2011),Electricity-Domestic Connection (Numbers),Electricity-Industrial Connection (Numbers),Electricity-Commercial Connection (Numbers) ,Hospital Allopathic (Numbers),Hospital Allopathic Beds (Numbers),Govt. Primary School (Numbers),Private Primary School (Numbers),Govt. Secondary School (Numbers),Latrines-Pit (Numbers),Latrines-Flush/Pour Flush (Numbers)
Chennai,1154982,4646732,779667,10061,175,26553,1154873,235432,233427,69,4520,455,863,263,0,1104083
